Entity,Code,Year,"Deaths that are from all causes attributed to high systolic blood pressure, in both sexes aged all ages","Deaths that are from all causes attributed to diet high in sodium, in both sexes aged all ages","Deaths that are from all causes attributed to diet low in whole grains, in both sexes aged all ages","Deaths that are from all causes attributed to alcohol use, in both sexes aged all ages","Deaths that are from all causes attributed to diet low in fruits, in both sexes aged all ages","Deaths that are from all causes attributed to unsafe water source, in both sexes aged all ages","Deaths that are from all causes attributed to secondhand smoke, in both sexes aged all ages","Deaths that are from all causes attributed to low birth weight, in both sexes aged all ages","Deaths that are from all causes attributed to child wasting, in both sexes aged all ages","Deaths that are from all causes attributed to unsafe sex, in both sexes aged all ages","Deaths that are from all causes attributed to diet low in nuts and seeds, in both sexes aged all ages","Deaths that are from all causes attributed to household air pollution from solid fuels, in both sexes aged all ages","Deaths that are from all causes attributed to diet low in vegetables, in both sexes aged all ages","Deaths that are from all causes attributed to smoking, in both sexes aged all ages","Deaths that are from all causes attributed to high fasting plasma glucose, in both sexes aged all ages","Deaths that are from all causes attributed to air pollution, in both sexes aged all ages","Deaths that are from all causes attributed to high body-mass index, in both sexes aged all ages","Deaths that are from all causes attributed to unsafe sanitation, in both sexes aged all ages","Deaths that are from all causes attributed to drug use, in both sexes aged all ages","Deaths that are from all causes attributed to low bone mineral density, in both sexes aged all ages","Deaths that are from all causes attributed to vitamin a deficiency, in both sexes aged all ages","Deaths that are from all causes attributed to child stunting, in both sexes aged all ages","Deaths that are from all causes attributed to non-exclusive breastfeeding, in both sexes aged all ages","Deaths that are from all causes attributed to iron deficiency, in both sexes aged all ages","Deaths that are from all causes attributed to ambient particulate matter pollution, in both sexes aged all ages","Deaths that are from all causes attributed to low physical activity, in both sexes aged all ages","Deaths that are from all causes attributed to no access to handwashing facility, in both sexes aged all ages","Deaths that are from all causes attributed to high ldl cholesterol, in both sexes aged all ages"
Maldives,MDV,2013,260.0478,52.468445,50.087936,10.882159,25.045887,8.631582,36.368523,72.72363,9.960607,5.5496354,11.561096,29.961187,17.436592,165.3402,175.17287,71.20853,71.69012,3.5286539,11.5241995,6.0715523,0.14134099,1.2486284,0.88545775,1.1466806,37.651886,22.007563,3.955441,119.55585
Maldives,MDV,2014,267.85074,53.433117,51.441433,11.015644,25.816805,8.6397705,37.298965,71.19957,9.952216,5.671775,11.815918,28.156595,17.807587,168.16728,183.58192,67.95668,76.354385,3.4349809,12.169868,6.40333,0.13525201,1.2270669,0.86495805,1.1259835,36.168156,22.841282,4.018389,123.21847
Maldives,MDV,2015,275.53674,54.48293,52.63894,11.312175,26.557793,8.720064,38.07127,69.83455,10.054328,5.782646,12.026863,26.548,18.166054,170.82214,191.50363,68.431206,81.150635,3.382181,12.821814,6.7568264,0.13293329,1.2222434,0.85035855,1.108955,35.922913,23.708042,4.0940228,126.595894
Maldives,MDV,2016,289.29114,56.91435,55.50071,11.541848,27.910437,8.74581,39.829212,69.48439,9.967408,6.029551,12.596702,25.988405,19.09761,178.1818,201.78262,72.16346,87.297005,3.3128026,13.466453,7.0915184,0.1300235,1.2030108,0.81347954,1.1133957,40.164337,25.03905,4.138399,134.22687
Maldives,MDV,2017,304.36716,59.70077,58.531303,11.932164,29.326078,8.850839,41.616264,66.168,9.678856,6.2878504,13.151912,25.369116,20.100166,186.27077,213.0338,76.88557,93.954414,3.2753544,14.15355,7.4682565,0.123501934,1.1448321,0.7655884,1.1002707,44.71934,26.525303,4.1819177,142.25482
Maldives,MDV,2018,320.77786,62.79555,61.83802,12.444771,30.813644,8.838642,43.649567,60.78992,8.502747,6.568679,13.642955,24.348503,21.161327,195.45517,226.01859,79.67532,101.59174,3.166754,14.882674,7.8842554,0.06702264,0.82180065,0.6937152,1.0831782,46.791695,28.014013,4.1851068,150.78595
Maldives,MDV,2019,337.56775,65.97672,65.22511,13.089385,32.29396,8.8154335,45.74284,56.915028,8.001896,6.859023,14.000885,23.060257,22.23698,205.07559,239.61926,80.54979,109.96169,3.0647488,15.656739,8.29596,0.05426028,0.7177179,0.6311891,1.0763354,48.546413,29.486141,4.1896234,159.46927
Mali,MLI,1990,5822.567,577.9278,843.50946,1323.2457,838.92,20812.16,622.39435,21062.97,30781.906,1026.2451,215.76605,17820.494,682.73535,1601.3936,2793.843,18936.145,1417.9341,15429.624,26.964592,271.86044,3734.702,6245.858,3883.9978,705.6722,1109.9338,169.30162,10050.284,1339.936
Mali,MLI,1991,5879.2295,582.5472,845.5678,1324.6002,840.80774,20677.041,618.94244,21007.246,30768.162,1218.2737,217.07448,17762.322,684.30145,1614.7174,2851.5278,18872.09,1473.9535,15317.524,33.614227,280.14554,3666.939,6148.607,3866.612,703.45856,1109.5029,174.13135,9985.937,1348.7142
Mali,MLI,1992,5994.3804,593.0294,857.2984,1340.0051,852.0598,20615.494,621.247,21008.002,30842.514,1472.7708,220.87344,17795.656,693.54785,1650.7283,2941.386,18911.84,1547.5259,15262.965,42.583168,283.82773,3590.5579,6046.629,3877.469,705.01874,1119.01,181.9667,9959.39,1373.3564
Mali,MLI,1993,6081.9434,600.7451,865.2047,1347.2938,858.85236,20541.695,623.14264,21010.773,30862.512,1786.5197,223.63199,17798.35,699.0957,1680.9023,3021.1182,18926.322,1615.2328,15192.776,53.825775,286.8008,3473.7273,5924.011,3912.136,702.6601,1130.8019,189.9101,9927.764,1391.527
Mali,MLI,1994,6221.0356,613.8178,879.7394,1366.9716,874.2293,20585.06,633.1851,21083.898,30948.955,2169.9363,227.99222,17919.43,711.5731,1721.8197,3127.693,19071.506,1705.3643,15211.41,67.55097,293.80734,3386.9092,5815.267,3970.9094,720.8204,1152.8057,198.73102,9967.358,1423.0656
Mali,MLI,1995,6373.5923,627.3547,895.5615,1385.2689,891.8521,20984.018,649.07526,21182.29,31541.953,2619.192,232.57736,18113.438,725.7426,1756.7635,3242.343,19300.686,1807.0692,15492.7295,83.57026,300.76212,3319.5796,5757.66,4115.299,746.09534,1181.834,206.93547,10165.711,1459.0671
Mali,MLI,1996,6504.8345,637.9995,907.809,1393.637,904.96204,21327.93,669.53424,21245.416,32364.363,3103.068,236.22533,18330.5,737.0495,1779.8696,3337.0073,19571.117,1904.1989,15740.793,101.37511,305.82547,3234.5657,5711.6113,4231.4766,754.75446,1230.1528,213.11726,10383.594,1491.6605
Mali,MLI,1997,6592.845,643.61475,911.8144,1397.0284,910.23676,20637.305,697.0019,21248.096,32647.25,3615.2002,237.29465,18567.656,741.26874,1787.7749,3419.2532,19884.684,1996.5266,15221.425,120.39824,309.71365,3101.4282,5598.027,4031.29,764.81555,1305.1208,218.17355,10274.116,1511.9254
Mali,MLI,1998,6648.7837,646.08923,909.2641,1393.7915,908.8543,20539.693,723.7648,21172.74,33298.82,4129.5093,236.34198,18724.162,740.28314,1790.5571,3483.3787,20122.838,2078.139,15143.221,139.85849,312.92252,3021.8281,5550.8228,4005.5723,771.4047,1388.4261,222.29422,10386.726,1521.9236
Mali,MLI,1999,6726.6914,651.3525,909.1141,1397.4592,909.07404,20475.713,748.0312,21117.877,33435.406,4632.5684,235.54723,18839.473,741.2082,1801.4099,3553.8137,20314.852,2165.4631,15101.841,159.1665,316.14194,2902.5063,5394.2075,3948.6702,768.72296,1467.38,226.86322,10480.03,1538.4996
Mali,MLI,2000,6890.72,665.8367,920.6688,1418.1399,922.5235,20322.172,767.7855,21118.664,33312.895,5103.514,237.50084,18932.955,753.05444,1842.7175,3680.0989,20471.24,2275.7864,14995.87,177.56078,329.1092,2709.7688,5208.2124,3846.7766,766.27106,1532.7699,234.35045,10467.042,1575.0448
Mali,MLI,2001,6962.23,673.9137,924.17395,1425.723,928.3362,19569.059,773.73083,21037.213,32482.531,5510.3354,235.31139,18763.965,758.49664,1870.8842,3776.2515,20329.576,2362.0886,14442.036,193.95444,327.8312,2579.1067,5000.2764,3623.4478,759.39935,1560.3444,239.35576,10130.689,1598.9344
Mali,MLI,2002,7109.2285,691.9231,940.2962,1448.4508,944.8634,19863.344,812.4233,21099.219,31842.629,5835.502,234.20215,19163.738,773.2875,1924.6042,3930.4634,20799.705,2471.4536,14668.444,207.4912,339.22293,1534.4238,3917.6519,3569.0764,746.4664,1631.8385,248.26941,10372.667,1647.6093
Mali,MLI,2003,7167.657,702.5548,945.95294,1460.8077,950.9695,19013.732,824.82965,21376.16,30487.73,6033.6963,228.47945,19131.7,779.12744,1963.195,4041.6204,20798.357,2559.3918,14050.391,216.41164,343.9164,1356.7988,3598.4912,3338.509,722.7078,1662.0792,254.89243,10012.749,1679.628
Mali,MLI,2004,7278.7456,718.5547,959.8138,1482.1809,964.34467,17933.408,836.3883,21840.11,29007.238,6032.1216,223.99643,19141.26,791.3629,2019.5209,4179.0444,20846.494,2663.097,13261.745,217.66129,357.92648,1316.0231,3400.812,3066.824,714.8154,1699.2426,263.57843,9543.723,1727.7819
Mali,MLI,2005,7410.482,735.6945,974.7166,1503.2714,979.045,17061.598,850.96765,22347.967,27519.096,6074.806,219.65828,19224.357,804.74304,2076.2827,4317.6543,20984.156,2773.7168,12625.364,220.3668,362.78677,1135.0459,3099.8289,2842.5283,702.2332,1749.3318,272.2446,9181.067,1777.1663
Mali,MLI,2006,7629.889,759.67487,995.3389,1507.9075,1000.9717,16329.462,875.0411,22818.11,26681.775,5879.841,215.45367,19424.08,824.05194,2147.933,4502.3716,21262.787,2920.879,12091.712,213.94147,377.82776,1146.8917,3058.33,2669.4485,708.8996,1824.176,281.85492,8920.899,1839.2483
Mali,MLI,2007,7901.486,790.22217,1020.68134,1539.2241,1030.0939,15363.851,900.50635,23271.166,26170.598,5382.0093,209.94148,19585.459,848.9,2259.9587,4718.244,21509.951,3113.6616,11383.55,195.45029,382.8109,1541.4941,3408.542,2501.8064,709.80383,1910.3047,292.10562,8557.916,1912.2761
Mali,MLI,2008,8200.052,821.4563,1048.9092,1560.5117,1058.7429,15064.078,947.09784,23778.305,25600.979,5081.4995,204.88435,20081.463,874.7423,2363.233,4952.5073,22133.678,3300.5444,11166.057,184.27711,393.46558,1228.4705,3106.2393,2459.5662,725.2908,2042.759,303.58005,8582.179,1992.1682
Mali,MLI,2009,8507.089,853.8437,1080.8115,1590.5802,1090.8162,14416.518,984.9519,24247.44,25120.713,4913.222,201.6459,20433.256,903.11365,2482.076,5188.6333,22608.766,3500.8308,10687.589,178.72005,404.421,1214.0404,3089.8467,2360.182,730.8831,2168.421,315.22946,8416.511,2076.7234
Mali,MLI,2010,8761.394,879.0996,1109.0634,1606.3894,1117.7728,13464.077,1003.8793,24575.719,24571.402,4784.4487,201.33356,20506.008,926.74927,2572.7815,5392.8315,22782.547,3672.231,9985.423,174.60085,416.29565,1424.4437,3274.7524,2201.7876,747.7477,2265.397,325.73935,8048.4546,2147.4688
Mali,MLI,2011,8965.205,897.40765,1133.3313,1614.4666,1138.9427,12665.359,1009.70044,24649.344,23730.594,4650.3555,203.22034,20356.75,946.1451,2643.3755,5561.6865,22722.668,3805.3716,9396.651,171.83286,424.55164,1440.0024,3232.5708,2061.9495,774.164,2352.9473,331.86453,7687.7075,2206.1682
Mali,MLI,2012,9171.677,916.31635,1157.4867,1639.8553,1160.9839,12160.175,1030.1652,24889.254,22155.527,4778.4653,205.6375,20453.143,966.1533,2731.8174,5736.7217,22952.184,3934.2898,9024.041,179.08147,430.52457,953.85077,2663.5488,1969.0442,804.7329,2490.1782,335.57193,7526.0225,2263.7937
Mali,MLI,2013,9398.55,937.481,1182.0116,1683.4116,1187.1681,11692.932,1047.817,25546.111,22617.057,5336.0723,208.5299,20623.541,988.5009,2831.421,5918.896,23266.318,4086.6833,8681.9375,202.2091,443.34192,951.8941,2634.4485,1877.4077,813.5371,2635.6804,338.85834,7350.806,2319.07
Mali,MLI,2014,9637.301,960.7163,1212.8386,1736.9591,1217.5375,11363.356,1071.0713,26105.139,23421.242,5812.9155,212.28091,20840.967,1015.2497,2942.931,6105.529,23619.39,4264.0396,8441.957,223.31401,454.9079,960.4582,2641.4368,1803.3578,829.86975,2766.7285,343.70935,7247.0664,2386.4265
Mali,MLI,2015,10034.757,999.31134,1269.2622,1796.2236,1267.6082,11357.581,1110.6421,26713.57,25304.658,5831.546,221.43164,21328.916,1060.6157,3085.453,6393.336,24251.81,4491.596,8438.907,225.56699,470.071,1069.5636,2811.1711,1781.3236,845.97455,2894.373,357.99313,7322.157,2505.036
Mali,MLI,2016,10386.896,1035.8068,1316.3447,1891.2661,1314.073,12113.773,1184.2974,27294.344,28202.314,5575.1465,229.28838,22248.799,1099.0483,3252.4807,6691.7104,25313.812,4756.034,8997.986,215.20494,475.26416,571.4366,2381.434,1901.3242,870.29535,3034.8228,369.98743,7876.3345,2595.2568
Mali,MLI,2017,10700.777,1067.802,1361.8091,1977.4166,1354.799,12393.233,1219.2975,27757.553,31003.018,5248.2266,237.87587,22641.354,1134.1653,3394.4844,6960.8223,25771.848,4980.002,9202.825,201.99094,489.268,603.0107,2434.6206,1933.9928,880.96515,3105.1357,383.06534,8052.495,2682.18
Mali,MLI,2018,10969.248,1093.226,1400.9904,2025.4299,1387.2457,12118.206,1226.7946,28069.557,29467.32,4891.849,244.69307,22633.34,1162.0209,3500.2346,7201.4478,25836.184,5156.835,8996.633,187.92851,505.2287,623.32654,2363.4268,1888.6256,889.32764,3159.328,393.23154,7881.316,2757.9565
Mali,MLI,2019,11212.161,1115.9508,1437.1594,2070.5066,1415.9557,11881.146,1235.4767,28276.855,28539.902,4722.3086,250.76268,22580.258,1187.096,3602.1895,7432.903,25871.768,5318.2104,8818.956,181.58942,513.0635,699.02325,2368.6208,1848.6152,899.8444,3246.3792,402.68967,7735.894,2825.004
Malta,MLT,1990,771.254,68.729614,211.02493,62.37388,58.576538,0.06425204,62.628716,25.403194,1.2704864,10.107419,37.029922,4.0957265,36.790897,546.9552,482.36008,189.2367,251.42152,0.07616758,8.697427,17.353382,0.00071080396,0.055897165,0.22479512,0.077643156,173.36725,136.48634,1.0388608,463.3426
Malta,MLT,1991,760.51434,67.03711,208.30132,63.99797,56.50451,0.06573703,61.296585,24.80742,1.2308459,10.38642,34.214195,3.7619987,35.08667,546.1148,487.7607,188.32097,253.59792,0.075867034,9.294562,17.689524,0.0006871348,0.052203864,0.2133273,0.07143963,172.82484,137.17139,1.0631417,455.74036
Malta,MLT,1992,752.57574,65.77815,206.75826,65.50695,54.78369,0.0647361,60.541393,24.184313,1.2021657,10.669914,31.813704,3.4613864,33.552773,549.0544,492.7487,188.10121,257.1224,0.075473525,9.92507,18.113342,0.00066680304,0.04889594,0.2015902,0.06703123,172.8354,138.01854,1.1129602,450.45572
Malta,MLT,1993,740.1674,64.34057,203.45584,67.2026,52.640633,0.060602482,59.079063,22.18241,1.1356176,10.979828,29.272514,3.1344311,31.740248,547.8428,491.53476,185.80981,258.17996,0.07126874,10.4018545,18.130404,0.00054971734,0.04430105,0.18221737,0.05569317,170.62889,137.10336,1.1337838,440.67853
Malta,MLT,1994,726.06396,62.62041,199.77417,68.128654,50.430016,0.056224134,57.6714,20.846224,1.0812838,11.201328,26.973104,2.8327775,29.900072,542.5449,486.37167,182.24716,259.53293,0.06672879,11.019747,18.241564,0.00046518783,0.04017226,0.16508551,0.054191653,167.44516,135.53517,1.1677635,430.45093
Malta,MLT,1995,729.2297,62.693935,200.68085,69.92524,49.59118,0.054307714,57.710884,19.943392,1.0486358,11.427927,25.568472,2.6151478,28.7746,551.9427,492.84482,183.0287,265.98108,0.06561725,11.613424,18.37833,0.00042253765,0.037122607,0.15490302,0.049155932,168.4436,136.30397,1.2442471,429.91498
Malta,MLT,1996,739.71906,63.636703,203.45345,71.32747,49.035152,0.053096578,58.00034,19.718699,1.0374238,11.002387,24.441454,2.4182992,27.839487,563.1857,500.80377,184.05356,273.71048,0.065899275,12.108358,18.730673,0.00041014559,0.035338596,0.15035895,0.05441931,170.06851,137.01332,1.3123311,433.5964
Malta,MLT,1997,745.4678,64.32532,206.34093,71.54854,48.19685,0.050917212,58.380615,17.500914,0.99680054,9.250572,23.29678,2.2239597,26.624569,570.96814,509.38208,185.31606,282.1683,0.064348064,12.3676,19.11887,0.00032437826,0.03201605,0.13764882,0.05288292,170.5486,138.20776,1.3856504,435.22754
Malta,MLT,1998,738.3936,63.495636,205.40366,69.869514,46.779064,0.050110992,57.619896,15.320465,0.93660945,8.6564455,22.04434,2.0122917,25.054235,560.2552,511.86768,181.8921,285.9461,0.06397579,12.541539,19.566998,0.0002594282,0.028315386,0.122380316,0.05303478,167.40111,139.63231,1.4516145,430.18298
Malta,MLT,1999,752.49146,64.37464,210.95308,68.536674,46.914326,0.050412685,58.14411,14.178757,0.91837746,8.679428,21.87994,1.8693464,24.439259,563.8708,526.57825,183.64922,295.28012,0.064955324,12.926386,20.022318,0.00023280508,0.025877152,0.11272891,0.049192432,168.64021,144.8873,1.53634,439.05188
Malta,MLT,2000,756.25104,64.5242,212.56425,68.7521,46.822777,0.051801573,57.933266,12.467159,0.8990134,8.669226,21.642403,1.7145214,23.518248,562.91455,536.1353,181.5052,302.47864,0.06712517,13.232489,20.71552,0.00021304707,0.023011284,0.10058597,0.044828527,167.91774,147.1328,1.5944628,438.10733
Malta,MLT,2001,757.84924,64.89809,213.81042,71.49899,47.003277,0.05215059,57.896626,11.292482,0.8767925,8.706185,21.704811,1.572848,22.6897,565.73694,546.16266,180.26726,309.86816,0.06817318,13.594497,21.553717,0.00019900313,0.020500226,0.09016295,0.045632493,167.45143,148.35005,1.6492143,436.5781
Malta,MLT,2002,762.89276,65.45602,216.53342,74.629654,47.670765,0.05728841,57.980038,10.8376665,0.8937017,8.804086,22.104872,1.4508276,22.204538,569.2318,560.7697,180.89197,317.4828,0.06771817,13.942553,22.274134,0.00020232607,0.019151434,0.08716951,0.044714477,167.73494,151.66495,1.6754998,438.75916
Malta,MLT,2003,759.8346,65.38299,216.95921,77.30746,47.839634,0.06290576,57.25186,10.72464,0.9026819,8.939234,22.246006,1.3206639,21.539679,564.3794,569.263,178.662,322.51227,0.07294721,14.351705,22.747686,0.000205662,0.018302346,0.086629264,0.043735877,165.89088,152.99585,1.6606287,436.37485
Malta,MLT,2004,746.3595,64.72273,214.19925,79.832726,47.517826,0.06617423,55.84036,10.778707,0.8994887,8.924628,22.137045,1.183262,20.717205,555.39886,570.29156,174.52731,322.92,0.075064234,14.710592,22.742922,0.00021510982,0.017941795,0.08737626,0.046866227,162.3703,151.68202,1.6019273,427.12134
Malta,MLT,2005,737.2477,64.832855,213.12938,82.12485,47.37653,0.06914046,54.932926,10.821048,0.9065984,8.648502,22.349089,1.0601705,20.341982,551.8251,567.96234,170.57149,320.46667,0.0768178,15.132173,22.455738,0.00022228695,0.017775824,0.088121146,0.044294335,160.32689,150.11162,1.5602955,423.25735
Malta,MLT,2006,730.4527,64.286766,211.74117,83.6667,47.59875,0.07472468,53.70119,10.669364,0.91121465,8.700196,22.781168,0.95764345,20.13396,537.61127,569.36926,170.95845,318.8374,0.08148471,15.804467,22.807121,0.00022720621,0.017349644,0.088031925,0.0503347,161.28697,150.47119,1.5325943,418.8523
Malta,MLT,2007,730.36163,64.76441,212.2046,86.94724,48.63754,0.080808505,53.423252,11.0789175,0.93999666,8.807859,23.717838,0.8710851,20.119335,536.2831,575.7974,176.8378,319.47275,0.086626716,16.39361,23.378353,0.00024979634,0.017860817,0.092052914,0.049199667,167.90862,151.27611,1.5481375,417.33606
Malta,MLT,2008,731.74866,65.44832,213.47916,89.66869,49.847324,0.086394005,53.304066,11.520412,0.9525183,8.86428,24.815674,0.7944318,20.172293,535.53674,582.29083,184.43538,321.12555,0.0910119,16.910076,23.651367,0.00026914792,0.018403683,0.09583386,0.05198786,175.95921,152.13399,1.5797209,417.44046
Malta,MLT,2009,735.4274,66.11747,214.8427,91.853035,50.979427,0.09095054,52.84748,11.184762,0.9756943,8.933834,25.977476,0.72565377,20.437048,532.4929,588.22107,190.74788,322.1723,0.094298206,17.295168,23.725178,0.00027559345,0.01773817,0.09299147,0.052061375,182.31874,153.378,1.600712,418.7363
Malta,MLT,2010,737.989,66.93549,216.24413,93.38736,51.667187,0.09362937,52.306244,11.154497,0.9824316,8.888199,26.828226,0.66529506,20.631851,532.7643,589.7744,194.09535,321.11066,0.0955296,17.654299,24.072662,0.0002598902,0.017126083,0.0909707,0.05371947,184.59381,153.82103,1.6003977,421.18887
Malta,MLT,2011,759.6268,69.59272,223.09908,94.97183,53.2454,0.09381382,52.451195,11.174289,0.9965203,9.096043,27.939074,0.630081,21.25008,536.8672,602.6912,194.90227,326.4996,0.09420714,18.05464,24.723747,0.00026810146,0.016827982,0.089785695,0.046464197,184.21724,157.78065,1.634681,435.85452
Malta,MLT,2012,770.16156,71.4284,226.7734,96.318474,54.177036,0.0949912,52.307037,10.958414,1.0142069,9.253564,28.675652,0.5953723,21.5153,537.9889,611.4295,187.94278,329.6405,0.093604274,18.388945,25.243645,0.00025519996,0.016352609,0.08859425,0.046598665,176.66702,160.31662,1.6884046,443.179
Malta,MLT,2013,766.9484,71.97806,224.69318,97.762436,54.318127,0.096199095,51.752186,11.06633,1.013263,9.367417,28.457405,0.55963564,21.076363,534.4456,616.5192,177.08601,330.9201,0.09298932,18.62891,26.305777,0.00024993304,0.016212113,0.08965843,0.046111524,164.73077,160.27026,1.7348465,436.74304
Malta,MLT,2014,769.98334,72.71479,225.08665,98.70629,54.83788,0.09689476,51.451454,11.089776,1.0548456,9.409541,28.473642,0.529376,20.868507,533.82526,626.37946,166.0033,335.05594,0.09200265,18.922657,26.619432,0.00023419723,0.01588377,0.08994357,0.04687057,153.44746,162.24709,1.7472665,435.5602
Malta,MLT,2015,764.9493,71.99544,222.68005,97.1599,54.187607,0.09686166,50.547993,11.199286,1.0956013,9.681893,28.094376,0.49127123,20.4726,518.83167,624.5238,153.82549,335.26584,0.09040565,18.814196,26.909174,0.00024060812,0.016514067,0.094366506,0.04381114,141.97263,162.7423,1.7735804,431.02942
Malta,MLT,2016,788.8956,73.86928,228.81714,100.108574,55.282486,0.096402735,51.33871,11.350544,1.0963808,9.523094,28.36009,0.46703264,20.679155,528.3579,644.89355,148.7665,343.87253,0.08849081,19.343708,27.843063,0.0002237718,0.016606031,0.094721794,0.045578152,137.308,168.52397,1.8354452,443.2671
Malta,MLT,2017,805.03436,74.975685,232.57346,102.814896,55.657257,0.095774315,51.936626,10.778792,1.1265197,9.4361105,28.005089,0.44029307,20.553179,535.25226,660.4897,146.05174,350.50436,0.08627594,19.836855,28.715769,0.00020267813,0.015789008,0.08937941,0.04481618,134.91382,173.11346,1.8886186,450.74066
Malta,MLT,2018,823.0634,76.187035,236.78308,105.81554,56.024563,0.094702564,52.742046,10.27562,1.1317225,9.346479,27.615509,0.4183152,20.449278,542.1701,677.72675,152.38542,358.36087,0.08347714,20.313744,29.451857,0.00018998209,0.015027779,0.08452484,0.043965753,138.53287,177.27365,1.9358356,459.327
Malta,MLT,2019,846.605,77.65158,242.18591,110.11571,56.516163,0.09447128,53.87835,9.773824,1.1425377,9.274218,27.144764,0.40139818,20.371962,550.72894,700.4242,161.80487,369.04517,0.08152547,20.74968,31.360762,0.00017228712,0.014206478,0.079675935,0.042692386,147.14157,182.40627,1.9946743,470.80994
Marshall Islands,MHL,1990,38.268154,7.808334,8.842327,6.531812,6.65272,11.533707,8.922844,15.652402,12.410167,2.3670504,1.1643062,29.65705,6.4009204,30.789162,43.71636,33.43481,23.151194,8.237077,1.933922,0.88045174,1.043759,1.8504037,1.3572272,0.30646634,3.7742946,3.5060856,4.1392193,19.208963
Marshall Islands,MHL,1991,39.660885,8.009949,9.14958,6.7535152,6.8516355,11.468762,9.231333,15.65808,12.656874,2.5511038,1.1640381,29.269892,6.5912576,31.15396,45.383675,33.31554,24.794418,8.11906,2.0023348,0.8822762,1.0022358,1.8582828,1.3515285,0.3218184,4.044188,3.7352757,4.066032,20.05952
Marshall Islands,MHL,1992,41.120735,8.2039,9.465206,7.0003405,7.0668073,11.125266,9.493398,15.585532,12.336072,2.73916,1.1651853,28.79243,6.793181,31.61686,47.17849,33.10643,26.54077,7.804727,2.0763783,0.90631384,0.9205648,1.7790182,1.307901,0.33568558,4.3171453,3.9665985,3.9117413,20.933163
Marshall Islands,MHL,1993,41.89958,8.176911,9.640253,7.1418595,7.193226,10.833218,9.630607,15.327245,11.856147,2.9331136,1.1517525,27.922634,6.9005003,31.49425,48.30662,32.43633,28.050335,7.5409427,2.1217043,0.9189669,0.84337485,1.6859288,1.2575402,0.3505726,4.5209064,4.1538477,3.7605138,21.51792
Marshall Islands,MHL,1994,40.497284,7.3658676,9.500381,6.9618835,7.085341,10.365045,9.449941,15.2717285,11.522089,3.1104553,1.1115887,26.174185,6.7799525,29.783451,47.00947,30.70062,28.789389,7.1594086,2.1068306,0.89196163,0.7833293,1.6264762,1.2284881,0.36473292,4.5318108,4.165743,3.5569572,21.53797
Marshall Islands,MHL,1995,41.942966,7.5531263,9.864792,7.148324,7.346688,10.023147,9.761394,15.291516,11.335735,3.296725,1.1349405,25.963486,7.005968,30.432611,49.219864,30.804863,30.677637,6.855844,2.1817737,0.9214763,0.72907996,1.5872146,1.2054732,0.3818181,4.8385677,4.400257,3.4207928,22.45712
Marshall Islands,MHL,1996,43.102673,7.673883,10.163762,7.274007,7.5628524,9.812142,10.043064,15.614538,11.435786,3.46626,1.1560469,25.713343,7.189674,30.87684,51.114594,30.87318,32.369453,6.6504393,2.2461936,0.94569236,0.695146,1.596019,1.217572,0.39840516,5.1482286,4.585514,3.3327503,23.230806
Marshall Islands,MHL,1997,44.690044,7.856936,10.568467,7.511895,7.8558755,9.546477,10.362547,15.956125,11.565371,3.6125422,1.1919361,25.658241,7.452443,31.762108,53.489857,31.199936,34.30841,6.3851113,2.3189178,0.97531104,0.6718474,1.6187891,1.2330663,0.4113425,5.5317154,4.7810397,3.1757934,24.259256
Marshall Islands,MHL,1998,46.09426,8.000912,10.909297,7.7153015,8.112799,9.513936,10.629006,16.234264,11.699062,3.7413678,1.2209729,25.489428,7.67693,32.49112,55.673664,31.393055,36.12141,6.327823,2.3767893,0.99880356,0.6459459,1.6377838,1.2511563,0.42182782,5.899865,4.9500513,3.133981,25.139593
Marshall Islands,MHL,1999,47.52648,8.14095,11.267555,7.907228,8.381176,9.41283,10.894545,16.44071,11.729252,3.8642347,1.2515122,25.341572,7.91284,33.28968,57.891365,31.60242,38.034607,6.244596,2.4265127,1.0225691,0.6231704,1.6373907,1.255747,0.43158126,6.262419,5.127631,3.0949054,26.070963
Marshall Islands,MHL,2000,49.083466,8.317491,11.68103,8.029216,8.659825,14.0061655,11.1894,17.088285,15.622632,3.991685,1.283609,25.295424,8.1652565,34.138737,60.17754,31.914762,40.078255,9.242176,2.462398,1.0455819,0.8787622,2.0482492,2.3812065,0.44225588,6.6181965,5.3148303,3.6950657,27.096195
Marshall Islands,MHL,2001,50.768078,8.512576,12.149232,8.106972,8.947023,8.603869,11.470181,16.882446,11.445464,4.1291866,1.3139035,25.065603,8.431392,35.00827,62.517593,32.021965,42.341694,5.633486,2.5047312,1.069162,0.5203168,1.5719784,1.226779,0.44575292,6.9374194,5.5295906,2.8477619,28.239725
Marshall Islands,MHL,2002,52.54832,8.723619,12.614633,8.17974,9.233089,8.125122,11.751583,16.860806,11.190749,4.2631025,1.3353237,24.806973,8.693823,35.92753,64.90373,32.12485,44.772217,5.273329,2.553022,1.091507,0.44521478,1.506623,1.1985415,0.44867507,7.274199,5.753468,2.6942515,29.360655
Marshall Islands,MHL,2003,54.378223,8.947162,13.084151,8.256178,9.522702,7.7338433,12.038784,16.716995,10.879012,4.396947,1.3512638,24.621258,8.964013,36.90106,67.27326,32.292904,47.209538,4.98519,2.6066394,1.1118094,0.28914562,1.370278,1.1737449,0.45055777,7.6114025,5.979071,2.5689578,30.495115
